DISTRICTS;YEAR;YIELD;NDVI_JUN;NDVI_JUL;NDVI_AUG;NDVI_SEP;NDVI_OCT;NDVI_NOV;LAI_JUN;LAI_JUL;LAI_AUG;LAI_SEP;LAI_OCT;LAI_NOV;ET_JUN;ET_JUL;ET_AUG;ET_SEP;ET_OCT;ET_NOV;LST_JUN;LST_JUL;LST_AUG;LST_SEP;LST_OCT;LST_NOV;RF_JUN;RF_JUL;RF_AUG;RF_SEP;RF_OCT;RF_NOV;YIELD_N1
Barwani;2018;1.151988;0.264334;0.216127;0.488959;0.617329;0.442742;0.396635;0.318721;0.271435;0.582998;1.659965;0.927208;0.589383;4.345263;16.2663;19.83351;22.99193;9.592418;4.865918;312.0119;307.4154;297.7583;304.8773;310.1931;309.5595;5.720228;8.645542;7.22834;3.137029;0.169164;0.050492;1.4
Betul;2018;0.641003;0.378408;0.208785;0.420282;0.706353;0.578404;0.499092;0.719471;0.338759;0.245086;2.371264;1.618075;1.065928;5.94;21.19998;21.92586;30.87326;15.17415;7.594247;312.034;306.176;299.7398;302.2396;305.8965;305.5938;7.536215;14.34717;11.13297;4.152303;0.303114;0.24;1.335022
Bhind;2018;0.761905;0.209016;0.200874;0.402408;0.434958;0.356743;0.392963;0.235405;0.20682;0.414992;0.864157;0.571404;0.588304;0.089862;3.360428;13.65709;19.16854;5.835205;4.025316;313.153;313.3094;307.2596;305.3864;309.5779;303.4316;2.28141;10.46987;13.1605;4.850132;0.289341;0.003468;2
Bhopal;2018;0.681998;0.32851;0.274777;0.332951;0.543314;0.410595;0.415473;0.338707;0.405333;0.621385;1.14448;0.670737;0.581388;4.680997;12.62302;21.09744;20.59066;7.226821;5.024696;312.4878;307.5374;298.4142;306.0006;310.005;305.916;4.220314;15.91463;7.687442;4.727104;0.078116;0.00713;0.982143
Burhanpur;2018;1.127982;0.326313;0.228837;0.421804;0.689278;0.57108;0.505164;0.464291;0.277313;0.346769;2.002545;1.388251;0.930505;5.132194;20.42281;22.64019;28.41054;15.02574;8.359844;313.5788;312.1402;280.155;304.0712;307.4421;307.3316;5.670535;9.012192;6.969085;3.047325;0.287493;0.390495;1.672
Chhatarpur;2018;1.315977;0.278466;0.358319;0.463109;0.59651;0.438529;0.390182;0.323515;0.427996;0.663234;1.444981;0.799882;0.591312;0.654818;8.565738;21.83208;23.96422;9.049687;5.308459;316.8494;312.0745;302.1959;304.0701;309.111;305.0417;2.091948;11.5715;12.72432;5.506281;0.074905;0.089086;0.847078
Chhindwara;2018;0.903951;0.3848;0.265601;0.489127;0.719233;0.593158;0.487376;0.682009;0.396887;0.333245;2.399039;1.597792;1.030731;6.162596;19.87258;23.0591;31.84574;16.56272;8.417674;313.0016;305.7588;302.0158;302.5312;305.0133;304.912;7.89426;15.96553;12.4562;3.721965;0.457422;0.339334;1.783929
Damoh;2018;0.927986;0.290464;0.255531;0.470869;0.598404;0.44862;0.403921;0.382929;0.416906;0.513019;1.791601;0.952272;0.69755;1.100755;10.726;22.29323;26.54387;10.65259;6.041858;316.0631;310.1199;303.5466;304.6144;309.0237;306.0507;3.359839;16.139;12.87418;5.219088;0.153112;0.045657;1.350075
Datia;2018;0.767184;0.23525;0.288311;0.482831;0.549471;0.424969;0.359847;0.26773;0.326624;0.603399;1.239647;0.75676;0.465815;0.294429;3.92048;17.73282;23.26092;8.236345;4.153917;314.1861;313.4273;304.806;304.2011;308.4728;303.3286;2.162448;9.453503;10.08932;5.367501;0.244922;0.000302;0.853731
Dewas;2018;1.230001;0.343463;0.330795;0.40927;0.575159;0.451133;0.497154;0.414954;0.478051;0.628142;1.488986;0.877479;0.860085;3.218885;14.44707;21.18518;22.59838;9.19732;7.55062;312.606;305.6111;298.1274;307.1959;310.6377;306.2094;5.305253;12.79431;7.785887;4.710419;0.169664;0.018121;1.020009
Dhar;2018;1.485002;0.221181;0.262445;0.438415;0.582424;0.444671;0.459509;0.231792;0.300123;0.66245;1.549201;0.815973;0.742683;3.042149;15.63186;19.67964;21.73126;8.474267;6.424404;312.0183;307.1087;295.2495;305.572;310.4141;307.6025;4.368504;11.57302;6.266631;3.878756;0.272791;0.014239;1.290985
Dindori;2018;0.80205;0.469233;0.282932;0.328409;0.69838;0.585384;0.522161;0.877708;0.647366;0.246103;2.290577;1.787794;1.224058;4.918834;17.06456;23.58963;29.6944;17.23894;9.100075;310.5053;303.4823;299.4947;302.7039;304.1662;302.6104;6.086392;13.8036;14.7202;4.267748;0.593622;0.0571;1.150526
Guna;2018;1.097001;0.257689;0.306967;0.296705;0.603808;0.405947;0.381906;0.258959;0.311923;0.721903;1.269436;0.735883;0.535969;1.221083;7.127766;20.18173;23.65718;7.631255;4.296839;313.0851;310.5049;299.8762;304.775;310.3699;306.2537;3.859395;13.83034;10.58939;6.43722;0.030575;0.0354;0.824986
Gwalior;2018;1.165771;0.236299;0.300349;0.54203;0.560549;0.436951;0.392545;0.279161;0.360276;0.671254;1.445135;0.921148;0.619739;0.400905;4.327728;18.8067;23.98448;9.399852;4.836351;314;313.999;304.1801;303.8516;308.0242;303.518;2.232586;9.728635;10.71668;5.654168;0.253765;0.005234;1.541176
Harda;2018;0.985998;0.321823;0.30066;0.390202;0.590384;0.432918;0.463948;0.52338;0.354868;0.629609;1.729408;1.009751;0.875911;3.976625;20.58843;20.96553;24.52553;9.485688;6.410011;311.8441;312.5862;295.6994;305.0544;310.1048;306.6401;6.114163;14.43924;8.344489;4.910221;0.207696;0.109;0.751997
Hoshangabad;2018;1.032;0.3402;0.192397;0.417942;0.665316;0.549309;0.477209;0.654308;0.235564;0.251294;2.198108;1.583104;1.015486;5.13875;16.16655;18.84785;28.9921;13.96139;6.813407;311.1629;309.9088;291.5827;303.0965;306.4084;304.48;5.991965;18.9759;11.19059;5.561386;0.225867;0.199879;0.614904
Indore;2018;1.491002;0.281525;0.298286;0.429945;0.514652;0.392204;0.496725;0.297454;0.503049;0.713485;1.253801;0.664398;0.900083;2.729968;14.28835;21.15233;19.5547;6.830106;8.069201;310.7923;303.7242;295.5171;307.2867;310.559;305.622;5.259543;11.03004;7.378383;4.561823;0.248343;0.019866;0.914984
Jabalpur;2018;0.909091;0.324712;0.235009;0.427966;0.631058;0.531711;0.464351;0.401092;0.465093;0.341299;1.903118;1.282943;0.878297;1.698382;13.34554;21.64741;27.17494;14.078;7.746737;315.1691;305.782;298.2157;302.9438;305.877;304.0256;5.02732;17.49221;13.72541;4.525981;0.263741;0.06193;0.477143
Jhabua;2018;0.855998;0.238622;0.229192;0.441632;0.662492;0.508003;0.451246;0.31711;0.288168;0.669683;1.838717;1.107776;0.738394;3.37284;18.69104;21.02677;24.48885;11.41606;6.033685;312.474;302.8619;298.4823;303.652;309.0272;307.9709;3.01168;13.5048;7.330141;3.595841;0.23395;0.005222;1.430031
Katni;2018;1.1875;0.326693;0.308361;0.517335;0.648515;0.564659;0.44203;0.420233;0.467263;0.445723;2.00835;1.316121;0.804564;1.249572;10.21016;20.83143;29.18251;14.71606;7.032199;314.6282;309.8091;303.9989;302.4761;304.8435;303.2499;3.707787;14.98053;14.8886;4.723608;0.277401;0.151701;1.435294
Mandla;2018;1.076923;0.405724;0.263901;0.407169;0.699009;0.575361;0.499922;0.711159;0.554885;0.289643;2.469701;1.752262;1.17906;4.126696;18.65686;21.79743;31.47217;17.42129;9.045687;312.8407;303.6768;296.7401;302.3875;304.2997;303.2171;5.691407;15.30224;14.80921;4.003313;0.505135;0.105173;0.133333
Mandsaur;2018;0.875;0.230977;0.285392;0.543793;0.481484;0.363835;0.426108;0.208961;0.363935;0.851708;1.324635;0.52367;0.63507;0.72873;11.9057;21.3382;19.49266;4.99002;5.045044;312.5545;306.3439;299.1497;305.2798;310.6667;305.3175;2.384599;14.66561;10.20082;4.548351;0.262216;0.094966;1.128016
Morena;2018;1.159004;0.211582;0.333335;0.570676;0.51763;0.373862;0.356582;0.241502;0.331726;0.948947;1.289874;0.64849;0.52357;0.247852;3.459535;15.90965;20.97146;6.09132;3.535449;313.5945;314.4393;304.8629;304.2552;308.8381;303.5981;1.809778;9.65864;10.96851;6.134524;0.248066;0.001975;1.664706
Narsinghpur;2018;0.756976;0.401762;0.252238;0.491426;0.6415;0.547875;0.488137;0.676769;0.428324;0.368801;1.920058;1.27159;0.906888;5.22591;14.8826;21.38916;26.41231;13.01785;7.422328;312.1083;307.9954;297.7864;304.0129;306.6187;304.4;5.534983;18.2554;11.07044;4.415946;0.305871;0.162079;0.313103
Neemuch;2018;0.836001;0.276282;0.308014;0.555826;0.538266;0.423356;0.415163;0.29825;0.455361;0.938161;1.47718;0.77815;0.65403;0.747822;10.06449;20.05286;20.70946;7.435464;5.121961;313.327;306.5318;300.5272;304.0168;309.2509;305.1015;2.119162;13.85874;10.28364;4.796361;0.294537;0.0601;1.33597
Panna;2018;0.923664;0.290021;0.320202;0.545133;0.613619;0.491258;0.42005;0.401993;0.481904;0.69536;2.087699;1.106452;0.778037;0.435998;8.891806;22.6652;29.70974;12.09002;6.731882;316.8526;312.0644;301.9795;303.3666;307.4088;304.57;2.444388;13.55515;13.92333;4.150368;0.21434;0.043179;1.102857
Raisen;2018;0.452995;0.377395;0.206172;0.366943;0.642779;0.525774;0.451094;0.533008;0.430447;0.285047;1.838414;1.240325;0.811319;4.266734;14.31198;20.21869;26.64288;12.72668;6.474448;312.8101;307.0624;298.8619;303.4768;306.8742;305.025;4.514672;17.59706;9.209142;4.46921;0.03982;0.000828;0.610035
Rajgarh;2018;0.934999;0.253931;0.271821;0.440175;0.55738;0.381588;0.41899;0.222483;0.297892;0.878727;1.043138;0.521939;0.555133;2.179794;9.546643;21.56707;19.97998;5.431828;4.596783;313.0986;309.2059;298.99;306.5227;311.5366;306.4577;3.565522;15.58745;9.543156;4.829169;0.037634;0.0701;1.24499
Ratlam;2018;0.960001;0.233234;0.24709;0.445622;0.543225;0.419598;0.464469;0.210306;0.318157;0.834267;1.311499;0.675507;0.739076;1.556368;12.16535;20.33539;20.75327;6.729756;6.283088;312.7485;304.4796;298.153;306.3088;311.1286;306.468;2.90986;14.20284;7.979009;4.720391;0.354811;0.007656;1.823024
Rewa;2018;0.751821;0.292929;0.337331;0.515761;0.583323;0.491132;0.414589;0.334939;0.3724;0.687323;1.420719;0.900084;0.59614;0.496075;6.246069;21.49121;24.31495;10.40266;5.094613;313.9848;312.5004;305.1372;304.3288;306.7194;303.7413;2.799616;10.71107;11.01691;4.299409;0.152323;0.002459;0.914118
Sagar;2018;1.015002;0.322807;0.264236;0.39995;0.585189;0.424858;0.41433;0.384912;0.410874;0.561554;1.441774;0.79342;0.641491;2.148485;10.46916;21.83161;23.25556;8.731402;5.533399;314.6289;308.9111;300.8273;305.0992;309.6548;306.201;3.743312;14.98083;9.831893;5.131568;0.039288;0.0552;0.58802
Satna;2018;0.40202;0.295505;0.353196;0.554651;0.586889;0.495978;0.421073;0.378838;0.482043;0.725375;1.646032;1.007034;0.689544;0.600875;8.413889;22.01233;26.62823;11.47348;6.095978;316.1278;310.7296;303.7386;303.5434;306.4155;303.6495;2.867558;12.01623;12.25307;3.627066;0.255813;0.010859;0.58194
Sehore;2018;1.166;0.304358;0.255326;0.386817;0.576297;0.425396;0.469797;0.369258;0.364481;0.458668;1.498124;0.80344;0.79098;3.800553;14.98605;19.73095;22.66324;8.356179;6.647377;313.1242;308.0915;296.9376;305.979;310.2147;306.0472;4.761096;15.12622;8.188108;5.005528;0.142881;0.012352;0.826
Seoni;2018;0.920404;0.36145;0.29362;0.478409;0.711029;0.547058;0.449761;0.580247;0.495729;0.428324;2.429076;1.523791;0.950664;4.989336;18.15684;24.75615;31.21543;16.00273;7.894998;313.8174;306.4943;299.8796;302.2467;305.0342;305.0384;7.02;15.37037;12.99062;3.635183;0.522165;0.208982;0.088065
Shahdol;2018;0.631917;0.389871;0.339126;0.457682;0.633264;0.545793;0.47712;0.686619;0.634972;0.609431;1.853678;1.359074;0.966423;2.435032;13.57351;22.72802;28.17419;15.13165;8.396065;311.7716;306.2731;302.5472;303.935;304.772;302.5591;4.771766;13.52653;14.05723;4.241141;0.580288;0.075892;0.21913
Shajapur;2018;1.341;0.281371;0.314429;0.434642;0.532098;0.3812;0.4375;0.22778;0.377964;0.873987;1.06579;0.508248;0.611739;1.789813;11.31546;21.61864;18.6175;5.206208;5.09711;313.301;306.6442;299.3736;307.2658;312.0076;306.5812;3.443497;16.38529;8.765819;4.748211;0.076595;0.047046;1.024007
Sheopur;2018;1.238006;0.286828;0.329545;0.497249;0.655638;0.519948;0.447653;0.425694;0.436679;0.842178;1.854305;1.351314;0.86878;0.403516;6.128377;21.30343;26.78385;12.33981;6.088331;312.8493;312.1028;299.4179;302.8868;306.4504;303.5171;2.716608;12.22127;10.30125;7.198834;0.256463;0.00629;0.788052
Shivpuri;2018;0.742996;0.265352;0.375636;0.497247;0.609875;0.45814;0.407631;0.328371;0.423821;0.887958;1.535322;0.972328;0.661353;0.818544;6.602442;21.41224;24.87271;9.713044;5.213924;313.4673;312.1884;301.5423;303.5804;308.0943;304.5815;2.563332;10.4642;9.159326;7.381031;0.185938;0.013439;0.782057
Sidhi;2018;0.517241;0.363455;0.337433;0.552826;0.633635;0.559884;0.491924;0.637033;0.459593;0.858542;1.768087;1.288922;0.969716;1.187031;9.580633;23.20847;26.82845;15.05854;8.415044;312.193;308.2997;303.2467;303.7393;304.7494;301.9657;3.703987;10.94622;12.57425;4.387184;0.632193;0.09711;0.747619
Tikamgarh;2018;0.652014;0.262747;0.341123;0.50762;0.575071;0.389006;0.352795;0.267708;0.376542;0.776537;1.150908;0.562728;0.418784;0.868;6.329679;20.73553;21.71779;6.590805;4.139374;314.5294;314.2234;301.5566;304.5464;309.9867;305.18;1.899394;11.38939;9.325663;7.492051;0.059896;0.074583;0.574043
Ujjain;2018;1.286003;0.251979;0.312157;0.44785;0.471695;0.358373;0.507337;0.201296;0.437733;0.916732;0.999605;0.434004;0.880133;1.805257;14.18052;20.58178;16.95267;4.224811;7.816972;311.8961;304.8563;295.4349;308.741;312.8948;305.865;3.591917;13.92261;7.163439;4.992752;0.148865;0.079696;1.04699
Umaria;2018;0.627304;0.395547;0.327814;0.525228;0.658283;0.589328;0.531061;0.650639;0.702871;0.439051;2.203021;1.617167;1.20078;1.773276;13.09225;25.31863;29.34927;16.73898;9.940355;313.567;308.1258;301.7655;303.4066;304.5592;302.1409;4.031346;12.94132;15.7518;4.376382;0.335234;0.134;0.728571
Vidisha;2018;0.951;0.276496;0.22712;0.367386;0.535699;0.353601;0.365828;0.270838;0.328403;0.590019;1.148932;0.553386;0.477267;2.612028;9.354359;20.43635;20.61167;6.058966;4.067188;313.6933;308.4886;299.3454;304.9541;311.4669;307.2158;4.076205;15.20095;8.403792;5.143134;0.013929;0.0185;1.355017
Anuppur;2019;0.722899;0.345414;0.492473;0.524651;0.654663;0.645927;0.556482;0.633929;0.770105;1.035364;1.517546;1.852431;1.26463;2.034101;20.48377;21.25162;25.29256;23.04739;15.77971;315.7865;306.1492;301.8398;300.1678;301.6094;301.3295;5.191207;11.81896;14.62136;9.678835;1.039925;0.145075;0.701877
Ashoknagar;2019;1.282001;0.236497;0.416334;0.530379;0.525689;0.450981;0.375989;0.288663;0.577011;1.177826;1.383832;0.915177;0.525419;1.569598;8.527428;21.18133;21.18162;14.02137;9.639736;319.2582;309.5278;298.5846;301.4921;304.7544;304.6082;2.271248;11.23531;17.26877;18.72948;1.413949;0.225;1.490999
Balaghat;2019;1;0.349371;0.456212;0.408415;0.679189;0.760128;0.685336;0.854966;0.886973;0.772445;1.516247;2.856861;2.148917;0.996386;22.24891;20.70646;28.12859;28.58836;19.30206;315.0736;304.3322;300.0117;299.3625;300.5511;299.6607;3.464649;12.77596;17.43129;14.14228;1.410049;0.334;1
Barwani;2019;0.977996;0.193121;0.355921;0.424577;0.622901;0.630459;0.559247;0.244494;0.449251;0.863927;1.156078;1.477987;1.052583;1.311251;18.36102;20.94383;22.92216;22.07715;14.28222;317.6118;310.2065;301.4555;302.0474;305.3354;304.7926;3.621716;9.859948;8.163672;14.57519;1.231247;0.220441;1.151988
Betul;2019;0.393012;0.209884;0.445155;0.270925;0.663941;0.685468;0.635806;0.448536;0.691166;0.681361;1.474145;2.050068;1.612671;0.718604;21.06905;22.30609;30.31092;26.18502;17.46536;319.0087;307.8659;299.8267;299.1599;302.0761;302.3624;3.766519;11.55633;17.52112;16.20154;1.328355;0.355244;0.641003
Bhind;2019;0.72973;0.233034;0.333603;0.508724;0.456689;0.407125;0.42642;0.28727;0.364339;0.893909;0.810909;0.772769;0.598176;0.796223;3.963819;15.03031;18.6528;9.652849;5.446963;317.7806;310.9525;305.0384;304.8306;306.3378;303.3345;1.304861;8.297646;7.908793;7.599489;1.192601;0.029914;0.761905
Bhopal;2019;0.693003;0.25889;0.368545;0.400452;0.512004;0.5075;0.463146;0.276634;0.549957;0.804765;0.920343;0.999269;0.651664;1.695025;11.36689;18.18371;21.26585;16.52966;10.14616;320.648;308.7154;300.0447;298.9353;304.2702;304.0485;3.238645;15.71459;21.73354;21.41236;1.208549;0.222;0.681998
Burhanpur;2019;0.944986;0.235397;0.421339;0.330179;0.693857;0.713732;0.6765;0.343913;0.605426;0.735368;1.191215;2.075269;1.600899;1.628547;17.88135;22.16179;28.92143;25.3226;19.19008;319.3934;309.5825;301.2917;302.5658;303.6947;302.2332;3.399423;9.391368;8.772762;12.72515;1.32737;0.294;1.127982
Chhatarpur;2019;0.440999;0.28052;0.478026;0.578824;0.561237;0.544736;0.452439;0.407544;0.636708;1.230679;1.148696;1.249677;0.766287;1.723558;10.29043;21.22799;23.34482;16.60123;9.450468;318.8761;310.1496;302.2549;302.1541;304.4438;304.0495;2.580722;11.82384;16.13624;14.62568;0.823313;0.216702;1.315977
Chhindwara;2019;1.21197;0.260477;0.425296;0.38326;0.634461;0.674888;0.613954;0.481269;0.690926;0.786767;1.440264;2.047479;1.514846;0.914432;20.91858;22.8098;30.73872;25.32648;16.89563;319.7784;309.6007;299.4733;299.2887;302.0658;302.1062;3.99953;12.34693;19.96096;16.4831;1.212852;0.439078;0.903951
Damoh;2019;0.666997;0.252762;0.429705;0.555221;0.552094;0.535836;0.457516;0.413319;0.507601;1.221213;1.38802;1.43092;0.891443;1.455017;12.0709;24.49179;27.52307;19.69542;11.40361;319.6788;309.9211;301.4398;302.3395;304.0357;304.6106;3.28;12.43314;19.19083;14.2686;0.660392;0.178765;0.927986
Datia;2019;0.773109;0.256476;0.39149;0.590387;0.578557;0.553092;0.401845;0.318613;0.409873;1.143805;1.42555;1.138031;0.537778;1.197096;5.083896;16.87931;22.84051;13.84301;7.062451;318.0307;312.3874;303.3628;301.9622;304.1868;303.5856;1.687373;8.559396;9.88763;11.15516;1.216318;0.127104;0.767184
Dewas;2019;0.661999;0.212799;0.421418;0.452757;0.55999;0.549916;0.534989;0.27694;0.643574;1.158389;0.865649;1.111173;0.880379;1.028609;16.54803;22.50868;21.19395;18.89042;12.25666;319.3034;308.6948;300.1409;302.431;304.71;304.2329;3.665788;15.29713;14.32752;21.08892;1.08146;0.250182;1.230001
Dhar;2019;0.979999;0.23042;0.395907;0.418459;0.564123;0.570626;0.529827;0.246319;0.567465;0.898137;0.986794;1.237564;0.874542;1.492795;17.86661;21.52904;21.01587;18.95673;11.98355;318.2655;307.9754;299.8221;301.5048;305.3378;304.8047;3.944739;11.02186;9.320575;16.80451;1.494389;0.201;1.485002
Dindori;2019;0.647027;0.370164;0.479523;0.474919;0.627196;0.693667;0.637273;0.847709;0.912351;0.956459;1.563389;2.359086;1.82945;2.13895;21.66954;21.17514;26.58697;27.36043;17.74344;316.4535;304.6129;301.5439;301.4026;300.99;300.8684;4.184056;11.76875;17.49169;11.61317;1.036509;0.275635;0.80205
Guna;2019;0.524999;0.255502;0.425323;0.537762;0.593217;0.497889;0.423785;0.324486;0.567665;1.210554;1.358029;1.065944;0.607635;1.72765;9.004141;20.85997;20.21152;15.27779;10.19429;319.9457;310.1517;298.8202;301.8432;305.0092;304.3398;3.083331;11.63216;20.2384;20.1307;1.143531;0.269;1.097001
Gwalior;2019;1.023881;0.284165;0.401562;0.551318;0.614178;0.532338;0.45654;0.413906;0.53928;1.094002;1.513311;1.332406;0.739728;1.604609;7.124168;18.33233;22.73196;15.35324;8.169545;317.7408;311.7874;302.1444;303.2315;304.6388;302.7676;1.647361;7.681125;10.43478;10.73291;1.241881;0.093463;1.165771
Harda;2019;0.546003;0.189921;0.524875;0.308395;0.637571;0.563913;0.511958;0.347781;0.559584;0.964163;1.218675;1.316253;0.956796;0.509;18.56767;23.3113;26.49545;21.59531;13.55719;319.5238;310.7688;301.1484;301.8478;304.9249;304.9761;3.636216;13.89016;14.34;20.80939;1.483601;0.325;0.985998
Hoshangabad;2019;0.663003;0.287008;0.434794;0.287593;0.619247;0.666832;0.522944;0.613552;0.582291;0.689567;1.308989;1.875051;1.294074;1.122488;19.99181;22.35994;28.70742;24.10478;13.56958;316.5951;309.0028;301.1887;299.2099;302.8104;303.1349;3.931458;17.26093;21.361;24.66433;1.012732;0.301586;1.032
Indore;2019;1.497001;0.213029;0.419091;0.424035;0.465564;0.479486;0.473861;0.247986;0.752847;1.127011;0.64864;0.903129;0.705437;1.265553;18.28653;20.18474;18.58632;16.4479;12.12359;316.931;306.62;299.3329;301.7204;304.7634;304.3769;4.64363;12.88449;13.14953;17.98139;1.13136;0.277411;1.491002
Jabalpur;2019;0.92;0.296269;0.423416;0.446049;0.61538;0.618711;0.521538;0.508951;0.580829;0.728793;1.58114;1.757608;1.127444;1.944304;14.77889;21.46985;26.75719;23.39615;13.09071;319.3238;307.269;300.5854;302.556;302.8086;302.9802;3.393417;13.22347;19.53229;13.98108;0.6204;0.26361;0.909091
Jhabua;2019;0.758002;0.2466;0.345539;0.423139;0.639546;0.624016;0.554214;0.335811;0.543364;0.947099;1.325588;1.544027;1.026504;2.205646;17.79318;21.65798;24.87515;21.65224;12.37926;316.9116;306.9745;299.5574;299.5331;304.4644;304.4508;3.601381;10.54692;11.66738;15.67738;1.615064;0.152277;0.855998
Katni;2019;1;0.328849;0.477731;0.542027;0.644359;0.657586;0.499636;0.56873;0.697933;0.993361;1.594307;1.832256;1.127623;2.124385;13.48113;20.79118;25.93453;21.41653;12.7616;317.7651;306.6822;300.9358;301.5612;301.6694;302.699;2.987519;13.77743;16.45831;14.00336;0.563735;0.164014;1.1875
Mandla;2019;0.60396;0.312805;0.47911;0.447571;0.619672;0.678342;0.616455;0.670564;0.910715;0.834159;1.699866;2.466435;1.655051;1.402957;21.44677;23.33841;29.19862;29.01424;16.76807;318.5313;305.161;299.557;301.1638;301.5941;301.3756;3.558371;12.77161;19.22644;14.41072;0.90162;0.309;1.076923
Mandsaur;2019;0.36;0.259284;0.414828;0.52897;0.436697;0.432212;0.391741;0.277109;0.575907;0.994296;0.684861;0.68453;0.4639;1.819613;12.07986;19.77918;18.56381;12.72032;8.518495;319.4564;309.2268;300.7458;301.8892;305.3519;303.9295;3.905153;12.29638;22.50548;15.026;1.464755;0.206375;0.875
Morena;2019;1.025547;0.260007;0.448611;0.590189;0.540621;0.429237;0.3949;0.337089;0.591741;1.352953;1.154201;0.859744;0.594425;1.213183;6.435105;18.99288;20.03089;11.15333;7.060751;318.0861;310.5136;302.5664;303.9472;306.6305;303.4645;1.178555;6.968972;9.269722;8.416994;0.94926;0.087206;1.159004
Narsinghpur;2019;0.704989;0.346308;0.422376;0.375612;0.602962;0.615036;0.537774;0.625073;0.666455;0.609316;1.396229;1.669448;1.139359;1.65959;17.60362;22.07809;26.42054;21.41162;12.72757;317.096;308.9767;301.1322;300.0821;303.949;303.3887;3.34326;12.8168;21.39533;17.39727;0.621496;0.309048;0.756976
Neemuch;2019;0.280001;0.303941;0.387639;0.587821;0.509841;0.486765;0.454021;0.40692;0.709542;1.046625;1.040747;0.954494;0.700312;2.250622;12.70402;20.9839;20.68722;15.1282;10.40893;318.9768;308.8384;300.9253;302.2553;304.7153;303.5294;3.710669;10.95478;21.30002;12.65105;1.146424;0.141;0.836001
Panna;2019;0.832912;0.276216;0.51439;0.606546;0.576334;0.584799;0.504702;0.44921;0.80083;1.517032;1.368088;1.656153;1.102781;1.081215;13.87585;24.20604;26.16313;19.93646;12.34964;319.1926;307.9066;301.8912;302.6589;302.8665;303.5121;2.791172;13.30716;14.5924;13.65874;0.554997;0.126;0.923664
Raisen;2019;0.448995;0.248352;0.332768;0.342233;0.613317;0.656678;0.517244;0.392461;0.589027;0.508796;1.344369;1.805181;1.116383;1.132251;15.42387;19.99743;26.43067;22.49731;12.53883;320.5203;309.4392;298.5138;300.4016;302.818;303.1821;3.188348;16.4428;20.43588;19.91013;0.955146;0.255;0.452995
Rajgarh;2019;0.386;0.236624;0.441982;0.498947;0.577971;0.484905;0.436304;0.221602;0.520783;1.089022;0.943545;0.815322;0.466689;1.040095;10.55531;20.47042;20.5971;14.15153;8.484485;320.7744;309.641;300.8342;302.1072;305.3273;304.9484;2.703666;14.55046;22.56048;19.42118;1.394874;0.279639;0.934999
Ratlam;2019;0.644;0.280203;0.391026;0.45933;0.527278;0.495465;0.459467;0.298554;0.615003;1.119287;0.825729;0.861709;0.640081;2.424184;15.90882;20.02674;19.95751;15.15327;9.184385;318.7348;308.3033;300.3821;302.2397;305.858;305.1969;4.172511;10.73307;15.86872;18.98335;2.100943;0.090937;0.960001
Rewa;2019;0.630321;0.238888;0.452884;0.607679;0.617885;0.573447;0.50854;0.305107;0.558609;1.178139;1.167895;1.284518;0.842442;0.707679;12.08859;20.20916;20.42787;17.01206;10.79741;319.0848;308.8371;303.0485;303.1182;302.7901;302.914;1.857494;12.06657;8.199047;13.53883;0.755385;0.08366;0.751821
Sagar;2019;0.560001;0.26347;0.404712;0.42512;0.508567;0.526165;0.45444;0.368886;0.507319;0.770476;1.144344;1.212925;0.769434;2.075283;11.15322;23.03436;25.47747;17.78593;10.77064;320.2743;310.7303;300.0174;302.0444;304.7768;304.7809;3.003492;11.83632;18.95544;16.37322;0.777366;0.212074;1.015002
Satna;2019;0.201981;0.283771;0.509033;0.617416;0.612703;0.595151;0.497418;0.422748;0.706299;1.446331;1.242312;1.4892;0.995964;1.179279;13.33338;21.64147;23.40423;18.88197;12.35531;318.1885;307.9849;302.3571;302.3785;302.3747;302.9272;2.658385;13.36231;11.54811;13.37727;0.529468;0.106046;0.40202
Sehore;2019;0.499;0.209187;0.408006;0.399076;0.556253;0.545985;0.494248;0.280041;0.521057;0.902764;0.913415;1.174361;0.783755;0.978568;14.78071;21.12693;21.86203;18.70935;11.20112;321.0226;309.4526;300.0077;300.9339;304.4113;304.7198;3.286167;16.69919;18.63505;21.91625;1.047209;0.247026;1.166
Seoni;2019;0.762148;0.260474;0.462957;0.420561;0.630031;0.640254;0.551283;0.461736;0.766458;0.877182;1.5887;2.087677;1.363317;0.640183;17.92917;22.3171;30.13926;25.92384;15.54105;320.0707;307.2709;299.8687;299.5434;302.0155;302.6773;3.555694;12.73635;18.6786;15.07933;0.874626;0.387089;0.920404
Shahdol;2019;0.927078;0.34101;0.489309;0.528309;0.623848;0.665419;0.576656;0.681012;0.808837;1.059968;1.421798;1.952149;1.403606;2.255731;18.26077;21.07478;25.65905;22.99217;15.72323;315.9334;306.4449;302.2381;301.2581;301.8022;301.149;4.149916;12.53266;15.07109;11.15423;0.747055;0.135;0.631917
Shajapur;2019;0.378;0.250578;0.449682;0.476742;0.48977;0.476132;0.436201;0.24375;0.597398;1.049809;0.716817;0.741742;0.474835;1.327628;12.15178;20.22802;20.13801;14.39087;9.28393;319.6627;309.9534;300.1485;301.2492;305.4909;305.3049;3.51637;15.97762;20.02938;19.57985;1.412285;0.249842;1.341
